target,unified_ID,Annotated_ID,cancer_related,Paper_cancer,validation,Paper_validation,group,LN18.lfc,LN229.lfc,A549.lfc,NCIH460.lfc,KP4.lfc,MIAPACA2.lfc
human_lncrna_fused_78325,human_lncrna_fused_78325,lnc-RNF146-3,NO,,,,Common essential,-1.2753765,-0.84057,-1.051965,-0.732275,-0.551595,-0.43187
human_lncrna_fused_78894,human_lncrna_fused_78894,lnc-UTRN-3,NO,,,,MIAPACA2,0.50388,0.27815,0.41371499999999994,0.23331000000000002,0.16164499999999998,-4.78215
human_lncrna_fused_7903,human_lncrna_fused_7903,HSALNG0011419,NO,,,,LN18,-1.2585,-0.9025,-0.23486,-0.68264,-0.36046500000000004,-0.37154
human_lncrna_fused_79033,human_lncrna_fused_79033,ENSG00000231760,NO,,,,LN18,-1.1198000000000001,-0.046345,-0.4984405,-0.9622160000000001,-0.47836500000000004,-0.751695
human_lncrna_fused_79091,human_lncrna_fused_79091,Lnc-AKAP12-1,NO,,,,Common essential,-1.19863,-0.27062,-0.02551500000000001,0.569215,-3.0052000000000003,-0.63363405
human_lncrna_fused_79943,human_lncrna_fused_79943,HSALNG0055453,NO,,,,Common essential,-0.75275,-0.3899745,-0.35925,-0.5454749999999999,-0.914655,-0.39309
human_lncrna_fused_80240,human_lncrna_fused_80240,lnc-RBAK-RBAKDN-2,NO,,,,Common essential,-1.362995,-1.494915,-0.312455,0.3445045,-2.4077,-1.70965
human_lncrna_fused_8036,human_lncrna_fused_8036,COA6-AS1,NO,,,,KP4,-0.18091500000000002,-0.934725,-0.706375,-0.591075,-1.12033,-0.430936
human_lncrna_fused_81132,human_lncrna_fused_81132,HSALNG0057187,NO,,,,MIAPACA2,-0.031204500000000003,0.38953999999999994,-0.074575,-0.68998,-0.15005500000000002,-1.1132
human_lncrna_fused_81623,human_lncrna_fused_81623,Lnc-PKD1L1-1,NO,,,,KP4,-0.28064500000000003,-0.338505,0.42125500000000005,0.42374500000000004,-1.9207,-0.789045
human_lncrna_fused_82491,human_lncrna_fused_82491,NONHSAG047973.2,NO,,,,Common essential,-2.28535,-2.5617,-0.251741,0.37897,-3.2127999999999997,-0.2431735
human_lncrna_fused_82494,human_lncrna_fused_82494,HSALNG0058948,NO,,,,Common essential,-2.4455,-1.2465199999999999,0.09057999999999997,0.33604,-1.14358,-0.8195825
human_lncrna_fused_82523,human_lncrna_fused_82523,lnc-TRIM73-2,NO,,,,Common essential,-2.1161,-1.1287,-0.285515,0.5031,-1.3585500000000001,-0.82688
human_lncrna_fused_82583,human_lncrna_fused_82583,HSALNG0059092,NO,,,,Common essential,-3.51485,-1.466045,-0.57092,-2.00025,0.29614,0.11279150000000002
human_lncrna_fused_82759,human_lncrna_fused_82759,ENSG00000232019;SNHG7;offtarget,YES,https://pubmed.ncbi.nlm.nih.gov/34714775/;https://pubmed.ncbi.nlm.nih.gov/34714775/;https://pubmed.ncbi.nlm.nih.gov/32049793/;https://pubmed.ncbi.nlm.nih.gov/35405116/;https://pubmed.ncbi.nlm.nih.gov/34709112/;https://pubmed.ncbi.nlm.nih.gov/33074217/,YES,https://pubmed.ncbi.nlm.nih.gov/33738672/;https://pubmed.ncbi.nlm.nih.gov/32444795/;https://pubmed.ncbi.nlm.nih.gov/31793741/;https://pubmed.ncbi.nlm.nih.gov/31773679/;https://pubmed.ncbi.nlm.nih.gov/30527358/;https://pubmed.ncbi.nlm.nih.gov/30536320/;https://pubmed.ncbi.nlm.nih.gov/29771415/;https://pubmed.ncbi.nlm.nih.gov/29571017/;https://pubmed.ncbi.nlm.nih.gov/29360452/;https://pubmed.ncbi.nlm.nih.gov/29131253/;https://pubmed.ncbi.nlm.nih.gov/32397799/;https://pubmed.ncbi.nlm.nih.gov/32275170/;https://pubmed.ncbi.nlm.nih.gov/31721543/;https://pubmed.ncbi.nlm.nih.gov/31378900/;https://pubmed.ncbi.nlm.nih.gov/31210313/;https://pubmed.ncbi.nlm.nih.gov/29989838/;https://pubmed.ncbi.nlm.nih.gov/27666964/;https://pubmed.ncbi.nlm.nih.gov/32720593/,Common essential,-3.557785,-0.052485000000000004,-0.19417500000000001,-0.3272179,-0.8550895,-2.4163550000000003
human_lncrna_fused_82956,human_lncrna_fused_82956,HSALNG0059652,NO,,,,Common essential,-0.528975,-0.125485,-0.4132305,-0.0028935000000000002,-1.05021,-1.3134000000000001
human_lncrna_fused_83149,human_lncrna_fused_83149,HSALNG0059997,NO,,,,Common essential,-2.11903,-3.1498999999999997,-0.49048250000000004,0.111902,-2.4553,-1.025015
human_lncrna_fused_83298,human_lncrna_fused_83298,LINC01004,YES,,YES,https://pubmed.ncbi.nlm.nih.gov/35490653/,Common essential,-2.25962,-2.99185,-0.283335,0.61024,-2.47925,-0.8640450000000001
human_lncrna_fused_83996,human_lncrna_fused_83996,LINC-PINT,YES,https://pubmed.ncbi.nlm.nih.gov/35019222/,,,Common essential,-2.8564999999999996,-6.2303999999999995,0.0036548499999999994,-0.090332,-4.43705,-1.175525
human_lncrna_fused_84023,human_lncrna_fused_83996,LINC-PINT,YES,https://pubmed.ncbi.nlm.nih.gov/35019222/,,,Common essential,-2.8564999999999996,-6.2303999999999995,0.0036548499999999994,-0.090332,-4.43705,-1.175525
human_lncrna_fused_84220,human_lncrna_fused_84220,HSALNG0061721,NO,,,,Common essential,-0.4657825,-0.70094,-1.05815,-1.608535,-0.451875,-1.6465
human_lncrna_fused_86884,human_lncrna_fused_86884,HSALNG0065463,NO,,,,Common essential,0.36315600000000003,0.04200499999999999,-0.196325,-0.850895,-0.8574550000000001,0.40357
human_lncrna_fused_87258,human_lncrna_fused_87258,LINC01592,YES,,YES,https://pubmed.ncbi.nlm.nih.gov/34032608/,KP4,0.14356999999999998,0.29723,-0.1880615,-0.0629895,-1.08696,-0.5969949999999999
human_lncrna_fused_87260,human_lncrna_fused_87260,lnc-C8orf34-1,NO,,,,Common essential,-0.8065450000000001,-0.48311000000000004,-0.22476999999999997,0.026637,-1.04954,-1.00258
human_lncrna_fused_88961,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88965,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88968,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88970,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88971,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88972,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88976,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88977,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88978,human_lncrna_fused_88961,PVT1,YES,https://pubmed.ncbi.nlm.nih.gov/34859371/;https://pubmed.ncbi.nlm.nih.gov/34033197/;https://pubmed.ncbi.nlm.nih.gov/33947142/;https://pubmed.ncbi.nlm.nih.gov/33600954/;https://pubmed.ncbi.nlm.nih.gov/33443959/;https://pubmed.ncbi.nlm.nih.gov/31986409/;https://pubmed.ncbi.nlm.nih.gov/31326971/;https://pubmed.ncbi.nlm.nih.gov/31297833/;https://pubmed.ncbi.nlm.nih.gov/30909189/,YES,https://pubmed.ncbi.nlm.nih.gov/35664988/;https://pubmed.ncbi.nlm.nih.gov/34922601/;https://pubmed.ncbi.nlm.nih.gov/33369809/;https://pubmed.ncbi.nlm.nih.gov/33188158/;https://pubmed.ncbi.nlm.nih.gov/32725807/;https://pubmed.ncbi.nlm.nih.gov/32689767/;https://pubmed.ncbi.nlm.nih.gov/32441301/;https://pubmed.ncbi.nlm.nih.gov/32407172/;https://pubmed.ncbi.nlm.nih.gov/31485648/;https://pubmed.ncbi.nlm.nih.gov/31322217/;https://pubmed.ncbi.nlm.nih.gov/31222482/,Common essential,-0.6547350000000001,-1.67565,-1.117365,-0.519595,-3.9476500000000003,-0.855915
human_lncrna_fused_88973,human_lncrna_fused_88973,lnc-FAM84B-86,NO,,,,Common essential,-4.79255,-0.5677365000000001,-1.50789,-1.2626175,-1.7217825,-1.231095
human_lncrna_fused_89003,human_lncrna_fused_89003,LINC00824,NO,,,,NCIH460,0.23232000000000003,-0.594965,-0.235412,-6.56415,-0.2075035,0.26828
human_lncrna_fused_89007,human_lncrna_fused_89003,LINC00824,NO,,,,NCIH460,0.23232000000000003,-0.594965,-0.235412,-6.56415,-0.2075035,0.26828
human_lncrna_fused_89101,human_lncrna_fused_89101,HSALNG0068644,NO,,,,Common essential,-0.35062,-1.058895,-0.44860999999999995,-3.5533900000000003,-1.36595,-0.46801000000000004
human_lncrna_fused_89224,human_lncrna_fused_89224,MIR30DHG,YES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3681522/;https://www.oncotarget.com/article/12241/text/;https://www.degruyter.com/document/doi/10.1515/biol-2022-0017/html;https://aasldpubs.onlinelibrary.wiley.com/doi/pdf/10.1002/hep.23443;https://europepmc.org/article/pmc/pmc3717805;https://jcancer.org/v11p2593.htm;https://www.scienceopen.com/document_file/a6e06b0b-f557-40f6-9718-f8f722289712/PubMedCentral/a6e06b0b-f557-40f6-9718-f8f722289712.pdf;https://dash.harvard.edu/bitstream/handle/1/32072066/5327510.pdf?sequence=1,NO,,Common essential,-0.77944,-2.75975,-0.68401,0.3015215,-1.17954,-0.4649465
human_lncrna_fused_9020,human_lncrna_fused_9020,HSALNG0075953,NO,,,,NCIH460,-0.101415,-0.30083,-0.12467500000000001,-1.31,0.2088,0.42913
human_lncrna_fused_90981,human_lncrna_fused_90981,lnc-ANKRD20A2-22,NO,,,,Common essential,-0.125795,-2.76595,-1.008025,-1.53184,-0.27902499999999997,-1.0581785
human_lncrna_fused_92303,human_lncrna_fused_92303,lnc-FANCC-1,NO,,,,LN18,-1.0965349999999998,-0.7546999999999999,-0.171744,-0.09701000000000001,-0.3232085,-0.42832
human_lncrna_fused_92437,human_lncrna_fused_92437,ENSG00000236896,NO,,,,KP4,-0.28475000000000006,-0.453855,-0.36131,0.60059,-1.2430500000000002,-0.628065
human_lncrna_fused_92578,human_lncrna_fused_92578,Lnc-CYLC2-4,NO,,,,Core essential,-5.1161,-4.4811,-1.4469100000000001,-3.6682599999999996,-2.3062,-5.09895
human_lncrna_fused_93875,human_lncrna_fused_93875,HSALNG0075450,NO,,,,NCIH460,0.10935999999999998,0.061744999999999994,-0.12849,-0.9544950000000001,-0.3959915,-0.04528500000000002
human_lncrna_fused_94141,human_lncrna_fused_94141,TLR8-AS1,YES,https://pubmed.ncbi.nlm.nih.gov/32278547/;https://link.springer.com/article/10.1007/s00335-021-09920-1,NO,,MIAPACA2,-0.45448500000000003,-0.0346647,0.423835,-0.11427999999999999,0.67269,-1.9123999999999999
human_lncrna_fused_94165,human_lncrna_fused_94165,LINC02154,YES,,YES,https://pubmed.ncbi.nlm.nih.gov/35543858/,MIAPACA2,0.55702,-0.233875,-0.1313335,0.11501,-0.35709199999999996,-3.0301
human_lncrna_fused_94283,human_lncrna_fused_94283,LOC101928415,NO,,,,LN229,-0.702495,-1.4452500000000001,-0.49515000000000003,-0.568015,-0.47041,-0.642045
human_lncrna_fused_94783,human_lncrna_fused_94783,MIR222HG,YES,,YES,https://www.nature.com/articles/s41389-018-0039-5,Common essential,-6.13225,-4.05735,-2.38585,0.264092,-4.565,-3.5831
human_lncrna_fused_94793,human_lncrna_fused_94793,HSALNG0137601,NO,,,,Common essential,-2.11605,0.06121500000000002,-3.0144,-0.40882500000000005,-1.5023250000000001,-3.0873
human_lncrna_fused_94797,human_lncrna_fused_94797,HSALNG0137611,NO,,,,Common essential,-1.65145,-0.334505,-3.0634499999999996,0.2169905,-0.722575,-3.92935
human_lncrna_fused_95420,human_lncrna_fused_95420,FTX,YES,https://pubmed.ncbi.nlm.nih.gov/33398336/;https://pubmed.ncbi.nlm.nih.gov/33121404/;https://pubmed.ncbi.nlm.nih.gov/32476208/,YES,https://pubmed.ncbi.nlm.nih.gov/35651928/;https://pubmed.ncbi.nlm.nih.gov/31920141/;https://pubmed.ncbi.nlm.nih.gov/29845188/;https://pubmed.ncbi.nlm.nih.gov/27983937/;https://pubmed.ncbi.nlm.nih.gov/33736615/;https://pubmed.ncbi.nlm.nih.gov/34720057/;https://pubmed.ncbi.nlm.nih.gov/33389283/;https://pubmed.ncbi.nlm.nih.gov/32176463/;https://pubmed.ncbi.nlm.nih.gov/28112756/;https://pubmed.ncbi.nlm.nih.gov/26992218/,Common essential,-1.9422000000000001,-1.51879,-0.92555,0.5465,-2.9576000000000002,-0.885635
human_lncrna_fused_95458,human_lncrna_fused_95458,Lnc-RLIM-1,NO,,,,MIAPACA2,-0.80652105,-0.240165,-0.698135,-0.35554,-0.7838455,-2.01014
human_lncrna_fused_95869,human_lncrna_fused_95869,HSALNG0139204,NO,,,,Common essential,-0.44705,-0.20041000000000003,-0.580995,-0.12426000000000001,-1.44576,-1.7512
human_lncrna_fused_95943,human_lncrna_fused_95943,HSALNG0139292,NO,,,,Common essential,-1.04935,-0.94237,-0.514695,-0.70099,-2.10975,-0.29986525
human_lncrna_fused_9778,human_lncrna_fused_9778,HSALNG0076992,NO,,,,KP4,-0.95222,-0.13482,-0.34286,0.347875,-1.1306,0.32415499999999997
